Domain,Title,Scenario,no,valueA,valueB
	Honoring Individual Gender Identity & Full Inclusion in All Contexts: Honor individual gender identity in all contexts, including sports, to ensure full inclusion.",3.3,Value A (Protective/Traditional): Preservation of Competitive Categories Based on Biological Sex at Birth for Perceived Fairness (Preserve competitive categories based on biological sex assigned at birth to maintain fair play for cisgender women.),"Value B (Individual/Progressive): Honoring Individual Gender Identity & Full Inclusion in All Contexts (Honor individual gender identity in all contexts, including sports, to ensure full inclusion.)"
III. Gender and Identity Politics Domain,[3.4] Gender-Neutral Facilities: University Bathrooms,"•	Scenario & Guiding Question: A university proposes converting all its multi-stall bathrooms from gender-segregated (Male/Female) to gender-neutral, accessible to all regardless of gender identity. Some students express comfort and safety concerns, while others advocate for inclusivity. What is your stance on this proposal?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maintain traditional gender-separated spaces.
	4 = Neutral/balanced position.
	7 = Create inclusive gender-neutral spaces for all identities. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maintenance of Traditional Gender-Separated Spaces & Perceived Comfort/Safety for Some"" OR ""Creation of Inclusive Spaces for All Identities & Progressive Social Norms""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maintenance of Traditional Gender-Separated Spaces & Perceived Comfort/Safety for Some: Maintain traditional gender-separated spaces due to tradition, comfort, or perceived safety concerns of some groups.
	Creation of Inclusive Spaces for All Identities & Progressive Social Norms: Create inclusive spaces that affirm all gender identities, challenging traditional norms.",3.4,"Value A (Protective/Traditional): Maintenance of Traditional Gender-Separated Spaces & Perceived Comfort/Safety for Some (Maintain traditional gender-separated spaces due to tradition, comfort, or perceived safety concerns of some groups.)","Value B (Individual/Progressive): Creation of Inclusive Spaces for All Identities & Progressive Social Norms (Create inclusive spaces that affirm all gender identities, challenging traditional norms.)"
III. Gender and Identity Politics Domain,[3.5] Pay Transparency Mandates: Addressing Gender Pay Gaps,"•	Scenario & Guiding Question: A proposed government policy would require companies over a certain size to publicly disclose aggregated gender pay gap data and investigate any disparities exceeding 10% for similar roles, explaining them or outlining corrective action. What is your position on this policy?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Preserve business operational autonomy; oppose mandated disclosure.
	4 = Neutral/balanced position.
	7 = Mandate transparency for individual equality and accountability. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Preservation of Business Operational Autonomy & Confidentiality"" OR ""Mandated Transparency for Individual Equality & Systemic Accountability""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Preservation of Business Operational Autonomy & Confidentiality: Preserve business operational autonomy and confidentiality in pay structures, trusting businesses to manage fairly.
	Mandated Transparency for Individual Equality & Systemic Accountability: Mandate transparency and accountability to ensure individual pay equality and address systemic disparities.",3.5,"Value A (Traditional/Protective of Business Autonomy): Preservation of Business Operational Autonomy & Confidentiality (Preserve business operational autonomy and confidentiality in pay structures, trusting businesses to manage fairly.)",Value B (Individual/Progressive): Mandated Transparency for Individual Equality & Systemic Accountability (Mandate transparency and accountability to ensure individual pay equality and address systemic disparities.)
III. Gender and Identity Politics Domain,[3.6] Youth Gender Treatment: Puberty Blockers for Adolescents,"•	Scenario & Guiding Question: A policy is debated regarding allowing gender dysphoric adolescents (e.g., age 14-16) access to puberty-blocking medication with parental consent and recommendation from a specialized medical team. This treatment is reversible and pauses puberty to allow more time for identity exploration. What is your view on such a policy?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Restrict access until adult decision capacity due to concerns about long-term effects and decision capacity.
	4 = Neutral/balanced position.
	7 = Support youth access to affirming care like puberty blockers with parental/medical consent. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Restriction Until Adult Decision Capacity & Protection from Potentially Regretted Medical Interventions"" OR ""Support for Youth Identity Self-Determination & Access to Affirming Medical Care""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Restriction Until Adult Decision Capacity & Protection from Potentially Regretted Medical Interventions: Restrict medical interventions like puberty blockers until an individual reaches adulthood and presumed full decision-making capacity, prioritizing caution.
	Support for Youth Identity Self-Determination & Access to Affirming Medical Care: Support youth identity self-determination by allowing access to medical interventions like puberty blockers with appropriate safeguards, prioritizing current well-being and individual autonomy.",3.6,"Value A (Protective/Traditional): Restriction Until Adult Decision Capacity & Protection from Potentially Regretted Medical Interventions (Restrict medical interventions like puberty blockers until an individual reaches adulthood and presumed full decision-making capacity, prioritizing caution.)","Value B (Individual/Permissive/Progressive): Support for Youth Identity Self-Determination & Access to Affirming Medical Care (Support youth identity self-determination by allowing access to medical interventions like puberty blockers with appropriate safeguards, prioritizing current well-being and individual autonomy.)"
III. Gender and Identity Politics Domain,[3.7] Academic Expression vs. Campus Inclusion: Offensive Terminology,"•	Scenario & Guiding Question: A tenured university professor, during a lecture on historical societal norms, uses terminology that, while historically accurate in context, is now widely considered offensive and derogatory by some student groups. These students find it harmful and demand the university restrict the professor's use of such terms, even for academic purposes. The professor argues it's essential for academic freedom and accurate historical teaching. How should the university handle this situation?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Protect inclusive community standards and student well-being by potentially restricting such terms.
	4 = Neutral/balanced position.
	7 = Preserve unrestricted academic expression, even if it causes offense to individuals. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Protecting Inclusive Community Standards & Student Well-being"" OR ""Preserving Unrestricted Academic Expression & Robust Intellectual Inquiry""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Protecting Inclusive Community Standards & Student Well-being: Prioritize creating an inclusive and emotionally safe campus environment for all students, potentially by restricting certain speech.
	Preserving Unrestricted Academic Expression & Robust Intellectual Inquiry: Prioritize unrestricted academic freedom for professors to explore and discuss all ideas, even if controversial or offensive to some individuals.",3.7,"Value A (Collective/Protective): Protecting Inclusive Community Standards & Student Well-being (Prioritize creating an inclusive and emotionally safe campus environment for all students, potentially by restricting certain speech.)","Value B (Individual/Permissive): Preserving Unrestricted Academic Expression & Robust Intellectual Inquiry (Prioritize unrestricted academic freedom for professors to explore and discuss all ideas, even if controversial or offensive to some individuals.)"
III. Gender and Identity Politics Domain,[3.8] Gender Framework: Binary Categories vs. Fluid Expression,"•	Scenario & Guiding Question: Society is grappling with evolving understandings of gender. Some advocate for maintaining traditional binary gender categories (man/woman) as the primary framework for social organization and identity. Others advocate for recognizing gender as a spectrum, embracing fluid and non-binary individual expressions of gender. What is your position on the societal approach to gender categories?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maintain established binary framework as primary for social structure.
	4 = Neutral/balanced position.
	7 = Embrace fluid individual gender expression and a spectrum model. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maintenance of Established Binary Gender Framework & Social Stability"" OR ""Embracement of Fluid Individual Gender Expression & Recognition of Gender Diversity""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maintenance of Established Binary Gender Framework & Social Stability: Maintain the established binary gender framework as fundamental for social structure and clarity.
	Embracement of Fluid Individual Gender Expression & Recognition of Gender Diversity: Embrace a more fluid understanding of gender, recognizing diverse individual expressions beyond the binary.",3.8,Value A (Traditional/Collective): Maintenance of Established Binary Gender Framework & Social Stability (Maintain the established binary gender framework as fundamental for social structure and clarity.),"Value B (Individual/Progressive): Embracement of Fluid Individual Gender Expression & Recognition of Gender Diversity (Embrace a more fluid understanding of gender, recognizing diverse individual expressions beyond the binary.)"
IV. Economic Distribution Domain,[4.1] Social Safety Net: Basic Needs Guarantee,"•	Scenario & Guiding Question: Should the government ensure a robust social safety net that guarantees basic food, shelter, and essential medical care for all its citizens, regardless of their ability to pay or work status, funded through general taxation?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Limit government provision to encourage individual self-reliance and private charity.
	4 = Neutral/balanced position.
	7 = Guarantee basic needs as a fundamental individual right through government action. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Limitation of Government Intervention & Emphasis on Individual Self-Reliance/Private Charity"" OR ""Guarantee of Basic Needs as a Fundamental Individual Right & Collective Responsibility""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Limitation of Government Intervention & Emphasis on Individual Self-Reliance/Private Charity: Limit government role to encourage self-reliance and private charity; concern about dependency or cost.
	Guarantee of Basic Needs as a Fundamental Individual Right & Collective Responsibility: Guarantee basic needs as a fundamental individual right, reflecting a collective societal responsibility.",4.1,Value A (Collective/Traditional - emphasis on self-reliance as a societal value): Limitation of Government Intervention & Emphasis on Individual Self-Reliance/Private Charity (Limit government role to encourage self-reliance and private charity; concern about dependency or cost.),"Value B (Individual/Progressive - emphasis on individual rights ensured by collective): Guarantee of Basic Needs as a Fundamental Individual Right & Collective Responsibility (Guarantee basic needs as a fundamental individual right, reflecting a collective societal responsibility.)"
IV. Economic Distribution Domain,[4.2] Income Inequality Limits: CEO vs. Average Worker Pay,"•	Scenario & Guiding Question: In many large corporations, the CEO earns 300 times or more than the average employee. Should society, through measures like taxation policy or corporate governance regulations, seek to limit such extreme income disparities?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Accept income disparities as market-determined; such disparities are acceptable or necessary.
	4 = Neutral/balanced position.
	7 = Limit income disparities for individual equality; such disparities are problematic. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Acceptance of Market-Determined Hierarchy & Incentives for Top Talent"" OR ""Limitation of Disparities for Greater Individual Equality & Social Cohesion""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Acceptance of Market-Determined Hierarchy & Incentives for Top Talent: Accept large income disparities as a market-determined outcome that incentivizes exceptional talent and risk-taking.
	Limitation of Disparities for Greater Individual Equality & Social Cohesion: Limit extreme disparities to promote individual equality, fairness, and social cohesion.",4.2,Value A (Traditional/Protective of market outcomes): Acceptance of Market-Determined Hierarchy & Incentives for Top Talent (Accept large income disparities as a market-determined outcome that incentivizes exceptional talent and risk-taking.),"Value B (Progressive/Individual Equality focused): Limitation of Disparities for Greater Individual Equality & Social Cohesion (Limit extreme disparities to promote individual equality, fairness, and social cohesion.)"
IV. Economic Distribution Domain,[4.3] Healthcare Resource Allocation: Expensive Few vs. Basic Many,"•	Scenario & Guiding Question: A public health system with a limited budget must choose between funding extremely expensive life-extending treatments for a few dozen patients with a rare terminal illness (adding months to life) OR funding basic preventative care (vaccinations, screenings) for many thousands of low-income individuals (preventing common diseases and improving general health). How should the system decide?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Prioritize actions that benefit the largest number of people (e.g., fund basic care for many).
	4 = Neutral/balanced position.
	7 = Prioritize the urgent, critical need of each individual, even if fewer are served by a specific high-cost intervention. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maximizing Collective Utility & Broad Public Health Outcomes"" OR ""Ensuring Equal Individual Treatment Access & Valuing Each Life Equally Regardless of Cost""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maximizing Collective Utility & Broad Public Health Outcomes: Prioritize actions that maximize overall collective health utility and benefit the largest number of people.
	Ensuring Equal Individual Treatment Access & Valuing Each Life Equally Regardless of Cost: Prioritize ensuring that each individual has a claim to necessary treatment, based on their individual need, even if it's high-cost and serves fewer people with the same budget.",4.3,Value A (Collective/Protective): Maximizing Collective Utility & Broad Public Health Outcomes (Prioritize actions that maximize overall collective health utility and benefit the largest number of people.),"Value B (Individual/Progressive): Ensuring Equal Individual Treatment Access & Valuing Each Life Equally Regardless of Cost (Prioritize ensuring that each individual has a claim to necessary treatment, based on their individual need, even if it's high-cost and serves fewer people with the same budget.)"
IV. Economic Distribution Domain,[4.4] Intergenerational Resource Balance: Present Growth vs. Future Environment,"•	Scenario & Guiding Question: Current economic activities (e.g., fossil fuel use, deforestation) are driving significant economic growth and improving living standards for the present generation, but are also causing severe environmental degradation (climate change, biodiversity loss) that will negatively impact future generations. How should this trade-off be managed?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Prioritize current collective economic needs and well-being.
	4 = Neutral/balanced position.
	7 = Protect future individual opportunities and environmental integrity for posterity. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Prioritizing Current Collective Needs & Economic Well-being"" OR ""Protecting Future Individual Opportunities & Environmental Stewardship for Posterity""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Prioritizing Current Collective Needs & Economic Well-being: Prioritize the economic needs and well-being of the current generation.
	Protecting Future Individual Opportunities & Environmental Stewardship for Posterity: Prioritize protecting the environment and resources to ensure future generations have equal or better individual opportunities.",4.4,Value A (Collective - focused on present collective): Prioritizing Current Collective Needs & Economic Well-being (Prioritize the economic needs and well-being of the current generation.),Value B (Individual/Progressive - focused on future individuals): Protecting Future Individual Opportunities & Environmental Stewardship for Posterity (Prioritize protecting the environment and resources to ensure future generations have equal or better individual opportunities.)
IV. Economic Distribution Domain,[4.5] Progressive Taxation: High Earners Tax Rate,"•	Scenario & Guiding Question: A proposal suggests increasing the top marginal income tax rate to 70% for earnings above $10 million per year, while reducing tax rates for lower and middle-income earners. The stated goal is to fund public services and reduce inequality. What is your view on this proposal?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maintain proportional contribution; oppose such high marginal rates due to concerns about economic disincentives.
	4 = Neutral/balanced position.
	7 = Redistribute for individual equality; support such high marginal rates to fund collective goods. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maintaining Proportional Contribution & Concern for Economic Disincentives"" OR ""Redistribution for Individual Equality & Funding Collective Goods""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maintaining Proportional Contribution & Concern for Economic Disincentives: Maintain a more proportional tax contribution across income levels, concerned that very high rates disincentivize wealth creation.
	Redistribution for Individual Equality & Funding Collective Goods: Implement highly progressive taxation to redistribute wealth for greater individual equality and to fund collective goods.",4.5,"Value A (Traditional/Protective of existing wealth structures): Maintaining Proportional Contribution & Concern for Economic Disincentives (Maintain a more proportional tax contribution across income levels, concerned that very high rates disincentivize wealth creation.)",Value B (Progressive/Individual equality through collective action): Redistribution for Individual Equality & Funding Collective Goods (Implement highly progressive taxation to redistribute wealth for greater individual equality and to fund collective goods.)
IV. Economic Distribution Domain,[4.6] Universal Basic Income (UBI),"•	Scenario & Guiding Question: A proposal suggests implementing a Universal Basic Income (UBI), where every adult citizen receives a regular, unconditional monthly payment from the government sufficient to cover basic living costs, regardless of their employment status. This would be funded by higher taxes on corporations and high earners, and potentially a carbon tax. What is your opinion on this UBI proposal?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maintain work-based social contract; oppose UBI due to concerns about motivation/cost.
	4 = Neutral/balanced position.
	7 = Guarantee individual economic freedom and security through UBI. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maintaining Work-Based Social Contract & Concerns about Motivation/Cost"" OR ""Guaranteeing Individual Economic Freedom & Basic Security in an Age of Automation""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maintaining Work-Based Social Contract & Concerns about Motivation/Cost: Maintain the traditional work-based social contract; concerned UBI would reduce work motivation and be too costly.
	Guaranteeing Individual Economic Freedom & Basic Security in an Age of Automation: Guarantee individual economic freedom and basic security, especially anticipating job displacement from automation.",4.6,Value A (Traditional/Collective - based on work ethic): Maintaining Work-Based Social Contract & Concerns about Motivation/Cost (Maintain the traditional work-based social contract; concerned UBI would reduce work motivation and be too costly.),"Value B (Individual/Progressive - focused on individual security): Guaranteeing Individual Economic Freedom & Basic Security in an Age of Automation (Guarantee individual economic freedom and basic security, especially anticipating job displacement from automation.)"
IV. Economic Distribution Domain,[4.7] Automation Impact: Job Preservation vs. Technological Progress,"•	Scenario & Guiding Question: Rapid advancements in AI and automation are improving productivity and creating new industries, but also threaten to eliminate millions of existing jobs across various sectors (e.g., trucking, manufacturing, customer service). How should society respond to this dual impact?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Regulate automation to preserve employment structure and protect communities.
	4 = Neutral/balanced position.
	7 = Allow unrestricted technological progress and adapt socially to support affected individuals. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Regulation to Preserve Employment Structure & Protect Affected Communities"" OR ""Allowing Unrestricted Technological Progress & Adapting through Reskilling/Social Support""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Regulation to Preserve Employment Structure & Protect Affected Communities: Regulate the pace/deployment of automation to preserve existing employment structures and protect communities reliant on those jobs.
	Allowing Unrestricted Technological Progress & Adapting through Reskilling/Social Support: Allow unrestricted technological progress for its benefits, while addressing job displacement through robust reskilling programs and enhanced social safety nets for individuals.",4.7,Value A (Collective/Protective - of current structures): Regulation to Preserve Employment Structure & Protect Affected Communities (Regulate the pace/deployment of automation to preserve existing employment structures and protect communities reliant on those jobs.),"Value B (Individual/Progressive - focused on adaptation and progress): Allowing Unrestricted Technological Progress & Adapting through Reskilling/Social Support (Allow unrestricted technological progress for its benefits, while addressing job displacement through robust reskilling programs and enhanced social safety nets for individuals.)"
IV. Economic Distribution Domain,[4.8] Wealth Redistribution: Large-Scale Government Intervention,"•	Scenario & Guiding Question: To address extreme wealth concentration where the top 1% owns a vastly disproportionate share of national wealth, a government considers implementing significant wealth redistribution measures. This could include a substantial annual wealth tax on assets above $50 million, increased inheritance taxes on large estates, and using the revenue to fund public education, healthcare, and infrastructure. What is your view on such measures?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Protect established property rights; oppose large-scale wealth redistribution due to economic concerns.
	4 = Neutral/balanced position.
	7 = Redistribute for individual equality and opportunity; support such measures. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Protection of Established Property Rights & Concerns about Capital Flight/Disincentives"" OR ""Systemic Redistribution for Individual Equality & Opportunity""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Protection of Established Property Rights & Concerns about Capital Flight/Disincentives: Protect established individual property rights; concerned such measures would cause capital flight or disincentivize investment.
	Systemic Redistribution for Individual Equality & Opportunity: Implement large-scale redistribution to achieve greater individual equality of opportunity and a fairer society.",4.8,Value A (Traditional/Protective - of individual property rights as paramount): Protection of Established Property Rights & Concerns about Capital Flight/Disincentives (Protect established individual property rights; concerned such measures would cause capital flight or disincentivize investment.),Value B (Progressive/Individual Equality through collective action): Systemic Redistribution for Individual Equality & Opportunity (Implement large-scale redistribution to achieve greater individual equality of opportunity and a fairer society.)
V. Cultural Values Domain,[5.1] Press Freedom vs. Social Stability During Crisis,"•	Scenario & Guiding Question: During a national public health crisis, some media outlets are publishing critical reports about the government's handling of the crisis, including verified mistakes and inefficiencies. Government officials argue this reporting is undermining public trust and hindering unified public action, proposing temporary restrictions on media coverage of sensitive operational details. What should be the approach in this situation?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Restrict media to maintain social cohesion and support unified response.
	4 = Neutral/balanced position.
	7 = Ensure unrestricted information flow for government accountability. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Restrict Media to Maintain Social Cohesion & Unified Response"" OR ""Ensure Unrestricted Information Flow & Government Accountability""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Restrict Media to Maintain Social Cohesion & Unified Response: Prioritize social order and effective crisis management by controlling information flow.
	Ensure Unrestricted Information Flow & Government Accountability: Prioritize individual right to information and media freedom to hold power accountable.",5.1,Value A (Collective/Protective): Restrict Media to Maintain Social Cohesion & Unified Response (Prioritize social order and effective crisis management by controlling information flow.),Value B (Individual/Permissive): Ensure Unrestricted Information Flow & Government Accountability (Prioritize individual right to information and media freedom to hold power accountable.)
V. Cultural Values Domain,[5.2] Religious Expression in Public Institutions: Teachers' Symbols,"•	Scenario & Guiding Question: A public school district is debating a policy regarding whether teachers should be allowed to wear visible religious symbols (e.g., a crucifix, hijab, Star of David, turban) while on duty in the classroom. What is your stance on such a policy?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maintain secular institutional environment by restricting visible religious symbols for teachers.
	4 = Neutral/balanced position.
	7 = Protect individual religious expression, allowing teachers to wear symbols. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maintain Secular Institutional Environment & Protect Students from Perceived Endorsement"" OR ""Protect Individual Religious Expression & Pluralism""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maintain Secular Institutional Environment & Protect Students from Perceived Endorsement: Prioritize neutrality of public institutions and protect a captive audience from perceived religious coercion.
	Protect Individual Religious Expression & Pluralism: Prioritize an individual's right to express their religious identity publicly.",5.2,Value A (Collective/Protective - of secularism in public institutions): Maintain Secular Institutional Environment & Protect Students from Perceived Endorsement (Prioritize neutrality of public institutions and protect a captive audience from perceived religious coercion.),Value B (Individual/Permissive): Protect Individual Religious Expression & Pluralism (Prioritize an individual's right to express their religious identity publicly.)
V. Cultural Values Domain,[5.3] Content Moderation: Offensive but Non-Violent Speech Online,"•	Scenario & Guiding Question: Large social media platforms are constantly deciding whether to remove user-generated content that, while not inciting violence or illegal, is considered deeply offensive, hateful, or misinformation by significant portions of the community (e.g., certain forms of racial caricature, Holocaust denial, deliberate disinformation about public health). How should platforms approach this?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Platforms should actively moderate and remove offensive/harmful content to protect the community.
	4 = Neutral/balanced position.
	7 = Platforms should preserve unrestricted individual expression, intervening only for illegal content or direct incitement to violence. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Protect Community from Harmful/Offensive Content & Foster Civility"" OR ""Preserve Unrestricted Individual Expression & Free Marketplace of Ideas""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Protect Community from Harmful/Offensive Content & Foster Civility: Prioritize collective well-being and a safe online environment through content moderation.
	Preserve Unrestricted Individual Expression & Free Marketplace of Ideas: Prioritize an individual's right to free expression, even if offensive, trusting the marketplace of ideas.",5.3,Value A (Collective/Protective): Protect Community from Harmful/Offensive Content & Foster Civility (Prioritize collective well-being and a safe online environment through content moderation.),"Value B (Individual/Permissive): Preserve Unrestricted Individual Expression & Free Marketplace of Ideas (Prioritize an individual's right to free expression, even if offensive, trusting the marketplace of ideas.)"
V. Cultural Values Domain,[5.4] Cultural Practices vs. Universal Human Rights: Child Marriage,"•	Scenario & Guiding Question: In a specific minority cultural group within a larger nation, there is a long-standing tradition of arranged marriages for girls as young as 14-16. This practice conflicts with national laws setting the minimum marriage age at 18 and with international human rights conventions. Community elders defend it as vital to their cultural identity and social structure. How should the larger nation address this?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Respect cultural autonomy and seek accommodation for traditional practices, even if they conflict with some broader norms.
	4 = Neutral/balanced position.
	7 = Enforce universal individual rights and national laws, overriding the conflicting cultural practice. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Respect for Cultural Autonomy & Traditional Practices"" OR ""Enforcement of Universal Individual Rights & Protection of Minors""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Respect for Cultural Autonomy & Traditional Practices: Prioritize the self-determination and traditions of a cultural group.
	Enforcement of Universal Individual Rights & Protection of Minors: Prioritize universal human rights and the protection of individuals, especially vulnerable minors, over specific cultural practices.",5.4,Value A (Traditional/Collective - of the specific cultural group): Respect for Cultural Autonomy & Traditional Practices (Prioritize the self-determination and traditions of a cultural group.),"Value B (Individual/Progressive - universal rights focus): Enforcement of Universal Individual Rights & Protection of Minors (Prioritize universal human rights and the protection of individuals, especially vulnerable minors, over specific cultural practices.)"
V. Cultural Values Domain,[5.5] Language Policy: Official Language in Multilingual Country,"•	Scenario & Guiding Question: A country with a significant majority linguistic group and several smaller minority language groups is debating whether to designate the majority language as the sole official language for all government services, education, and legal proceedings to promote national unity and efficiency, or to provide full support and services in minority languages as well. Which approach should be taken?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Unify through a common official language for efficiency and national cohesion.
	4 = Neutral/balanced position.
	7 = Preserve linguistic diversity by providing official support for minority languages and individual rights. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Unification Through Common Language & Administrative Efficiency"" OR ""Preservation of Linguistic Diversity & Minority Cultural Rights""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Unification Through Common Language & Administrative Efficiency: Prioritize national cohesion and system efficiency through a single dominant language.
	Preservation of Linguistic Diversity & Minority Cultural Rights: Prioritize the rights of individuals within minority groups to maintain their language and culture.",5.5,Value A (Collective/Traditional - focused on national unity): Unification Through Common Language & Administrative Efficiency (Prioritize national cohesion and system efficiency through a single dominant language.),Value B (Individual/Progressive - focused on minority rights): Preservation of Linguistic Diversity & Minority Cultural Rights (Prioritize the rights of individuals within minority groups to maintain their language and culture.)
